id,movie_id,imdb_id,movie_name,genre,vectors
5130,7051,59903,"Whats New, Pussycat (1965)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5131,7052,27948,Mary of Scotland (1936),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5132,7053,26942,Roberta (1935),Comedy|Musical|Romance,0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
5133,7054,41594,Little Women (1949),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5134,7055,28333,Swing Time (1936),Comedy|Musical|Romance,0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
5135,7056,22286,"Public Enemy, The (1931)",Action|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0
5136,7057,26714,"Midsummer Nights Dream, A (1935)",Comedy|Fantasy|Romance,0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
5137,7058,39566,Life with Father (1947),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5138,7059,37120,National Velvet (1944),Children|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
5139,7060,70239,Jesus Christ Superstar (1973),Drama|Musical,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
5140,7061,31210,Dark Victory (1939),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5141,7062,55798,Birdman of Alcatraz (1962),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5142,7063,68182,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
5143,7064,38348,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
5144,7065,4972,"Birth of a Nation, The (1915)",Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
5145,7067,59229,Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy|Drama|Fantasy|Romance,0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0
5146,7068,54632,Last Year at Marienbad (LAnnée dernière à Marienbad) (1961),Drama|Mystery|Romance,1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5147,7069,67372,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5148,7070,40724,Red River (1948),Action|Adventure|Western,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1
5149,7071,72417,"Woman Under the Influence, A (1974)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5150,7072,31971,Stagecoach (1939),Action|Drama|Romance|Western,0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1
5151,7073,58586,"Shot in the Dark, A (1964)",Comedy|Crime|Mystery,1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
5152,7074,15163,"Navigator, The (1924)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5153,7075,49096,"Court Jester, The (1956)",Adventure|Comedy|Musical,0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0
5154,7076,62765,Bullitt (1968),Action|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
5155,7078,30287,Jezebel (1938),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5156,7079,31455,"Hunchback of Notre Dame, The (1939)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5157,7080,24034,42nd Street (1933),Drama|Musical|Romance,0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
5158,7081,24166,Im No Angel (1933),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5159,7082,56575,That Touch of Mink (1962),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5160,7083,90110,Sweet Dreams (1985),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5161,7084,69097,"Play It Again, Sam (1972)",Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5162,7085,58571,Send Me No Flowers (1964),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5163,7086,30637,Pygmalion (1938),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5164,7087,87892,"Passage to India, A (1984)",Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
5165,7088,53146,Black Orpheus (Orfeu Negro) (1959),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5166,7089,71129,Amarcord (1973),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5167,7090,299977,Hero (Ying xiong) (2002),Action|Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0
5168,7091,23027,Horse Feathers (1932),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5169,7092,26071,Anna Karenina (1935),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5170,7093,71524,"Front Page, The (1974)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5171,7095,76327,Looking for Mr. Goodbar (1977),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5172,7097,240149,"Girl From Paris, A (hirondelle a fait le printemps, Une) (2001)",Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5173,7099,87544,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,0|0|0|1|0|0|0|1|1|0|1|0|1|0|0|0|0|0|0|0
5174,7100,104027,CrissCross (1992),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5175,7101,101745,Doc Hollywood (1991),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5176,7102,92925,Dragnet (1987),Comedy|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
5177,7104,78723,1941 (1979),Comedy|War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
5178,7106,74972,Black and White in Color (Noirs et blancs en couleur) (1976),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
5179,7107,77578,Foul Play (1978),Comedy|Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
5180,7112,61328,Accident (1967),Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
5181,7114,59043,"Collector, The (1965)",Drama|Horror|Thriller,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
5182,7115,73582,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
5183,7116,46911,Diabolique (Les diaboliques) (1955),Horror|Mystery|Thriller,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
5184,7118,93207,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Animation|Drama|Sci-Fi|War,0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0
5185,7119,99316,Crazy People (1990),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5186,7121,41090,Adams Rib (1949),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5187,7122,60908,King of Hearts (1966),Comedy|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0
5188,7123,102511,Naked Lunch (1991),Drama|Fantasy|Mystery|Sci-Fi,1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
5189,7124,214730,Grass (1999),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
5190,7126,74749,"Killing of a Chinese Bookie, The (1976)",Comedy|Crime|Drama|Film-Noir|Musical,0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|1|0|0|0|0
5191,7128,28358,Things to Come (1936),Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5192,7129,98153,Queen of Hearts (1989),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5193,7130,59084,Darling (1965),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5194,7131,53320,"Summer Place, A (1959)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5195,7132,26778,"Night at the Opera, A (1935)",Comedy|Musical|Romance,0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
5196,7133,85935,Metalstorm: The Destruction of Jared-Syn (1983),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
5197,7135,54389,Shoot the Piano Player (Tirez sur le pianiste) (1960),Crime|Drama|Romance|Thriller,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
5198,7136,62695,Stolen Kisses (Baisers volés) (1968),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5199,7137,318374,"Cooler, The (2003)",Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5200,7139,298845,In America (2002),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5201,7143,325710,"Last Samurai, The (2003)",Action|Adventure|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0
5202,7147,319061,Big Fish (2003),Drama|Fantasy|Romance,0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
5203,7149,337741,Somethings Gotta Give (2003),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5204,7150,338466,Stuck on You (2003),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5205,7151,335119,Girl with a Pearl Earring (2003),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5206,7152,340376,"Statement, The (2003)",Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
5207,7153,167260,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|1|1|0|0|0|0|0|0
5208,7154,304415,Mona Lisa Smile (2003),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5209,7155,337909,Calendar Girls (2003),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5210,7156,317910,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
5211,7157,317640,"Hebrew Hammer, The (2003)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5212,7158,315983,House of Sand and Fog (2003),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5213,7160,340855,Monster (2003),Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
5214,7161,349205,Cheaper by the Dozen (2003),Children|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
5215,7162,159365,Cold Mountain (2003),Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
5216,7163,338337,Paycheck (2003),Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
5217,7164,316396,Peter Pan (2003),Action|Adventure|Children|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|1|0|0
5218,7165,335013,"Company, The (2003)",Drama|Musical,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
5219,7167,304229,Japanese Story (2003),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5220,7169,360139,Chasing Liberty (2004),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5221,7173,343135,Along Came Polly (2004),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5222,7175,329691,Torque (2004),Action|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
5223,7177,368913,Osama (2003),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5224,7178,71577,"Great Gatsby, The (1974)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5225,7180,53133,Odds Against Tomorrow (1959),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
5226,7181,59712,Ship of Fools (1965),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5227,7183,66449,Theres a Girl in My Soup (1970),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5228,7185,93828,Real Men (1987),Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5229,7191,103827,Blame It on the Bellboy (1992),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5230,7193,98987,"Adventures of Ford Fairlane, The (1990)",Action|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
5231,7194,51429,Bonjour tristesse (1958),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5232,7195,43503,"Enforcer, The (1951)",Crime|Drama|Film-Noir,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0
5233,7196,42727,"Men, The (1950)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5234,7198,93737,The Pick-up Artist (1987),Comedy|Crime|Drama|Romance,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
5235,7205,73906,"Wind and the Lion, The (1975)",Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
5236,7206,50706,Mon Oncle (My Uncle) (1958),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5237,7207,54469,Where the Boys Are (1960),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5238,7208,33553,Dr. Jekyll and Mr. Hyde (1941),Drama|Horror,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5239,7209,46487,"M. Hulot’s Holiday (Mr. Hulots Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5240,7210,38762,My Darling Clementine (1946),Western,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
5241,7211,43915,People Will Talk (1951),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5242,7212,41498,I Was a Male War Bride (1949),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5243,7213,61581,Divorce American Style (1967),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5244,7214,50599,Kiss Them for Me (1957),Comedy|Romance|War,0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
5245,7215,37382,To Have and Have Not (1944),Adventure|Drama|Romance|Thriller|War,0|1|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1|0
5246,7216,33717,High Sierra (1941),Crime|Drama|Film-Noir|Thriller,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0
5247,7217,39302,Dark Passage (1947),Crime|Drama|Film-Noir|Romance|Thriller,0|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0
5248,7218,36244,"Ox-Bow Incident, The (1943)",Drama|Western,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
5249,7219,33149,They Drive by Night (1940),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5250,7220,87718,Micki + Maude (1984),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5251,7221,22268,Platinum Blonde (1931),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5252,7222,28346,Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5253,7223,42369,D.O.A. (1950),Drama|Film-Noir|Mystery,1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5254,7225,76578,Pumping Iron (1977),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
5255,7226,292610,No Good Deed (a.k.a. The House on Turk Street) (2002),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
5256,7227,61122,"Trouble with Angels, The (1966)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5257,7228,104009,Cool World (1992),Animation|Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|0
5258,7232,84058,Heat and Dust (1983),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5259,7234,47528,"Strada, La (1954)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5260,7235,296042,Ichi the Killer (Koroshiya 1) (2001),Action|Comedy|Crime|Drama|Horror|Thriller,0|0|0|0|1|0|1|1|0|0|0|0|0|1|0|1|0|0|1|0
5261,7236,72730,"Boy and His Dog, A (1975)",Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5262,7238,52080,Ashes and Diamonds (Popiól i diament) (1958),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
5263,7243,6864,Intolerance: Loves Struggle Throughout the Ages (1916),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5264,7247,62803,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical,0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1|0|1|0|0
5265,7249,67589,Plaza Suite (1971),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5266,7250,66193,"Out of Towners, The (1970)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5267,7251,105810,Where the Day Takes You (1992),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5268,7253,18033,It (1927),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5269,7254,289879,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
5270,7255,335559,Win a Date with Tad Hamilton! (2004),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5271,7256,379557,Touching the Void (2003),Adventure|Documentary,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
5272,7257,315824,"Big Bounce, The (2004)",Comedy|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0
5273,7259,365957,You Got Served (2004),Drama|Musical,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
5274,7261,337579,Barbershop 2: Back in Business (2004),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5275,7263,349825,Miracle (2004),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5276,7265,309987,"Dreamers, The (2003)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5277,7267,108560,Whos the Man? (1993),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5278,7272,69332,Super Fly (Superfly) (1972),Action|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0
5279,7274,73282,Lets Do It Again (1975),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5280,7275,72351,Uptown Saturday Night (1974),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5281,7279,73901,"Wilby Conspiracy, The (1975)",Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
5282,7280,68284,Blacula (1972),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5283,7281,70656,"Scream, Blacula, Scream! (1973)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5284,7283,88213,Swing Shift (1984),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5285,7284,105636,Trespass (1992),Action|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
5286,7285,328538,Thirteen (2003),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5287,7286,105411,Simple Men (1992),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5288,7287,75161,"Sailor Who Fell from Grace with the Sea, The (1976)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5289,7293,343660,50 First Dates (2004),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5290,7294,361925,Welcome to Mooseport (2004),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5291,7297,323872,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5292,7299,329388,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5293,7300,67927,Vanishing Point (1971),Action|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
5294,7302,15400,"Thief of Bagdad, The (1924)",Action|Adventure|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
5295,7303,52738,The Diary of Anne Frank (1959),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
5296,7304,74121,Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical,0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0|0|0|0
5297,7305,90738,Black Widow (1987),Crime|Drama|Mystery|Thriller,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
5298,7307,89153,Flesh & Blood (1985),Action|Adventure|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0
5299,7308,89421,King Solomons Mines (1985),Adventure|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
5300,7310,91828,Raw Deal (1986),Action,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5301,7311,31385,"Goodbye, Mr. Chips (1939)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5302,7313,99575,Fire Birds (1990),Action|Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
5303,7315,312329,Against the Ropes (2004),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5304,7316,361467,Confessions of a Teenage Drama Queen (2004),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5305,7317,356150,EuroTrip (2004),Adventure|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
5306,7318,335345,"Passion of the Christ, The (2004)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5307,7319,331953,Club Dread (2004),Comedy|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5308,7320,338096,Dirty Dancing: Havana Nights (2004),Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5309,7321,315297,Twisted (2004),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
5310,7323,301357,"Good bye, Lenin! (2003)",Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5311,7324,317648,Hidalgo (2004),Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
5312,7325,335438,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|1|0
5313,7326,258816,"Reckoning, The (2004)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
5314,7327,60827,Persona (1966),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
5315,7330,41967,Tokyo Joe (1949),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
5316,7333,35753,"Corbeau, Le (Raven, The) (1943)",Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
5317,7334,74554,"Front, The (1976)",Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
5318,7335,46187,Pickup on South Street (1953),Film-Noir,0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5319,7338,49674,Richard III (1955),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
5320,7340,89393,Just One of the Guys (1985),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
5321,7345,358349,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0
